# Pathway	A001_0_h_CD_1	A002_2XSw_0_h_C	A004_2XSw_0_h_C	A005_2XSw_0_h_CD	A006_2XSw_0_h_C	A007_0_h_CD_1	A011_0_h_CD_1	A020_2XSw_0_h_CD	A_302	A_311	A_312	A_413	A_416	A_419	A_422	A_423	A_425	A_455	BM	BS	C1_A301_Stool_0h	C2_A304_stool	CR	CS	CU_fresh	Coded	DA_fresh	HP	HY_fresh	LDC1	LDC6	LDC7	NE	S3_309_0h	S5_363_0h	SH_002	SH_007	SH_011	SH_012	SH_013	SH_014	SH_015	SH_016	SH_017	SH_021	SH_022	SH_023	SH_024	SH_025	SH_028	SH_029	SH_031	SH_032	SH_033	SH_034	SH_038	SH_039	SH_042	SH_043	SH_044	SH_045	SH_047	SH_050	SH_051	SH_053	SH_054	SH_055	SH_057	SH_058	SH_059	SH_060	SH_061	SH_062	SH_063	SH_064	SH_065	SH_066	SH_068	SH_069	SH_070	SH_071	SH_072	SH_073	SH_077	SH_078	SH_079	SH_080	SH_082	SH_083	SH_084	SH_085	SH_086	SH_087	SH_089	SH_090	SH_091	SH_093	SH_094	SH_095	SH_096	SH_097	SH_099	SH_100	SH_102	SH_103	SH_104	SH_105	SH_106	SH_107	SH_108	SH_109	SH_110	SH_111	SH_112	SH_113	SH_114	SH_117	SH_118	SH_119	SH_122	SH_123	SH_124	SH_125	SH_127	SH_129	SH_133	SH_134	SH_136	SH_137	SH_138	SH_141	SH_142	SH_143	SH_144	SH_146	SH_148	SH_149	SH_150	SH_151	SH_152	SH_153	SH_154	SH_160	SH_162	SH_164	SH_166	SH_179	SH_181	SH_189	SH_191	SH_193	SH_194	SH_195	SH_198	SH_199	SH_200	SH_201	SH_203	SH_204	SH_205	SH_206	SH_207	SH_208	SH_209	SH_210	SH_211	SH_212	SH_214	SH_215	SH_216	SH_217	SH_227	SH_228	SH_230	SH_231	SH_232	SH_234	SH_235	SH_236	SH_237	SH_238	SH_239	SH_240	SH_241	SH_242	SH_243	SH_245	SH_247	SH_248	SH_250	SH_251	SH_252	SH_253	SH_500	SH_501	SH_502	SH_503
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	0.00357108	0.00939864	0.00615048	0.00376853	0.007191	0.00455901	0.0045301	0.00433135	0.00950945	0.0085216	0.00698216	0.0055596	0.00675016	0.00903696	0.00342684	0.00609431	0.0105434	0.00686556	0.00592174	0.00968976	0.00141124	0.00592071	0.00487211	0.00193245	0.0016024	0.00081297	0.00297329	0.00277522	0.00797624	0.00121762	0.00373654	0.00151193	0.00825359	0.00819557	0.00543757	0.00367617	0.00554116	0.0100197	0.00688629	0.00636861	0.00124074	0.00670957	0.00607775	0.000412918	0.00522469	0.00672367	0.00747475	0.00543292	0.00593123	0.0056177	0.00629834	0.00428949	6.47099e-05	0.000300728	0.00343485	0.00500581	0.00261136	0.00467901	0.00930922	0.00529432	0.00591587	0.00529975	0.00396956	0.00474458	0.00479105	0.00831289	0.00409014	0.00679788	0.00396699	0.00539471	0.00539315	0.00396507	0.0019697	0.00611503	0.00438624	0.00545277	0.0037319	0.00395986	0.00540077	0.0056492	0.00846287	0.00436152	0.0059343	0.00767165	0.00762404	0.00497494	0	0.00556141	0.00614554	0.00448613	0.00481572	0.00398935	0.00339809	0.000863972	0.00818375	0.00630212	0.00500209	0.00453783	0.00194162	0.00758917	0.00985283	0.00765245	0.00593978	0.00622637	0.00311404	0.00610643	0.006092	0.00945969	0.00944558	0.00574873	0.0066917	0.00654316	0.00251599	0.00517664	0.00141628	0.00462759	0.00440788	0.00620213	0.00767582	0	0.00634001	0.00564946	0.00446451	0.00414351	0.00262157	0.00263024	0.0050682	0.00420137	0.0082378	0.00479361	0.00537386	0.00400123	0.00660675	0.00240834	0.00593457	0.00780535	0.00487806	0.00494958	0.0050193	0.00675472	0.00658991	0.0069819	0.0036159	0.00713015	0.00169752	0.00436391	0.00468737	0	0.00187184	0.00822326	0.000175503	0.00307315	0.00603457	0.00527309	0.00448407	0.00681942	0.00504035	0.00348978	0.00566002	0.00398796	0.00511089	0.00520827	0.00291955	0.00631745	0.00715939	0.00487392	0.00529327	0.00419828	0.00404276	0.00604017	0.00227597	0.00614121	0.00918962	0.00568874	0.00479312	0.0057393	0.00251672	0.00177797	0.0090975	0.00344518	0.00293006	0.00346342	0.00927967	0.00546922	0.00495387	0.0038437	0.00597381	0.00512332	0.00523228	0.00514587	0	0.00515866	0.00566562	0.0061011	0.0110091	0.00621936	0.00485771
PWY-5156: superpathway of fatty acid biosynthesis II (plant)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.02884e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5180: toluene degradation I (aerobic) (via o-cresol)	2.5316e-05	0	0	0	0	0	0.00327893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.41308e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	0.00361094	0.00296774	0.00428311	0.00322045	0.00317236	0.00343092	0.00408326	0.00190493	0.00125539	0.000626645	0.00248986	0.00147132	0.00125948	0.00234064	0.00338584	0.00204416	0.00188759	0.00351105	0.00146004	0.000964275	0.00393561	0.00300237	0.00130601	0.00190407	0.00234793	0.00559267	0.00271452	0.00202386	0.00259403	0.00271709	0.00169881	0.00372479	0.00124633	0.00221909	0.0021658	0.00266537	0.00746574	0.00151115	0.00078081	0.000559049	0.00313787	0.00106283	0.00153676	0.0054111	0.0031802	0.0010597	0.00120481	0.00140127	0.00333248	0.000768827	0.00153762	0.000839762	0.00281224	0.00230126	0.00247642	0.00342458	0.000890678	0.00178463	0.00245216	0.00150541	0.00163823	0.000969937	0.00108899	0.000650765	0.00431523	0.00270869	0.00206274	0.00055762	0.00260414	0.000397089	0.000597317	0.0025715	0.000615763	0.000719699	0.00143358	0.000464832	0.00101964	0.0035093	0.000683136	0.00115194	0.00127156	0.00261685	0.000930964	0.00323212	0.000961641	0.00335984	0	0.00119062	0.00286151	0.000829943	0.00245716	0.00208995	0.00135694	0.00166081	0.00538914	0.00175814	0.0016373	0.00247638	0.00313522	0.0013617	0.00113913	0.00236562	0.00113979	0.000959371	0.00188421	0.00131242	0.00141017	0.000834232	0.00137022	0.00112925	0.00212714	0.000834794	0.0027283	0.00269846	0.00325782	0.00125299	0.00339827	0.00184141	0.00167191	0	0.00105481	0.00118327	0.00146883	0.00138693	0.00250128	0.00179735	0.00221129	0.00106211	0.000727387	0.00506346	0.000998018	0.00216333	0.00230197	0.00249027	0.00146359	0.000613174	0.00174564	0.00195065	0.00244206	0.000966675	0.00137772	0.00181126	0.00644495	0.00126998	0.00220699	0.00164782	0.00143761	0	0.0048464	0.00168029	0.0032659	0.0027235	0.00247113	0.0023086	0.00280352	0.00376021	0.00305942	0.00157511	0.00173415	0.00121024	0.00413895	0.00167215	0.00187186	0.00268302	0.00357466	0.00379167	0.00107807	0.00243101	0.00240737	0.00335859	0.00249304	0.00100164	0.00178585	0.00147951	0.00299018	0.00135362	0.00397434	0.00212112	0.00339507	0.003178	0.00290842	0.00232716	0.00234876	0.00230968	0.00130929	0.00206133	0.000995921	0.00305852	0.00331523	0.00207837	0	0.00156137	0.00252111	0.00158819	0.00192513	0.00113596	0.0010438
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	3.13146e-05	0	0	0.00276321	0.00027126	0.00186052	0.00387411	0.000798624	0.000486812	6.16824e-05	0.000118358	0	0	3.12552e-05	0	0.000969002	0.000401521	2.74404e-05	0	0	1.34889e-05	0.000302703	0	0	0.000127584	0.000256967	0	8.00077e-05	9.46419e-05	0.00043778	0.000845694	0.000287196	1.74711e-05	2.75581e-05	2.61704e-05	0.00178542	0.00050015	0	0.000154807	2.67942e-05	0.00029434	6.31955e-05	0.000126439	0.00601917	0.0017836	0	1.60468e-05	0.000301499	0.00326061	0	0.000198394	0.000223515	0	6.8237e-05	0.00126653	0.000790472	0.000367405	0.000638402	0.000413252	0.000131971	0.000657066	0.000382924	0.000849277	1.54381e-05	0.0042424	0	0.000160138	1.85061e-05	0.000168481	0	0.000193403	0.00143144	0	5.0614e-05	3.53573e-05	0	0	0.000565977	3.92032e-05	0.000362749	0	0.000847578	0.00012374	0.000280636	0.000143416	0.000196134	0	9.88345e-05	0.000174091	7.99758e-06	0	0.000341645	0.000281744	9.81554e-05	0.000762722	0	0.000101118	0.000710883	2.5647e-05	0	0	0.000249783	0.000348833	2.11603e-05	0.000609968	0	0	0	0.000150647	0.000161935	0.000122755	7.30065e-05	0	0.000404937	0.00017081	0.000531604	0.000593784	0.000280617	0	0	7.21141e-05	5.02718e-05	0.00102853	1.41531e-05	0.000220084	0.00027386	0.00145953	0	0.000300844	0.00415915	0.000165213	0.00159871	0.000332583	0.000140178	9.54363e-05	5.73863e-05	0.000624307	0.00108644	0.0007794	2.97598e-05	7.10157e-05	0.000187525	0.000651229	0.000163447	0.000122825	0.00109529	8.88786e-05	0	0.000378781	0	0	0	1.05422e-05	0.000256066	7.6748e-05	4.83061e-05	0.00185254	0.000942146	0.00161117	0.000243897	0	0.000158693	0.00110602	1.17926e-05	0.0023766	0.000187072	0	0.000376994	0	0.00227772	4.92417e-05	1.15796e-05	0	7.00798e-05	0.000688321	0	0.0002435	0.000107967	0.000107227	5.6209e-05	8.31916e-05	0.00112894	1.49859e-05	0.000728596	0	0.000134693	3.57446e-05	0.00040463	5.16607e-05	0.00103864	0	8.08498e-05	2.45853e-05	0	3.16125e-05	0.000431498	0.000111803
PWY-5198: factor 420 biosynthesis II (mycobacteria)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.36852e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.27049e-05	0	0	0	0	0	0	0	0	0	0	0	6.93057e-06	0	0	0	0	0	0	0
PWY-5209: methyl-coenzyme M oxidation to CO2	0	0	0	0	8.63433e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.18329e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9668e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5265: peptidoglycan biosynthesis II (staphylococci)	0.000341638	0	0.000237369	0.00160864	0.000110346	0	3.38578e-05	0	0	0	0.000145015	0	0	0	0	0	0	0	0	0	0	3.294e-05	0	0.000126925	0.000165155	6.74068e-05	0	0	0	0.000488186	0.000755424	0	0	0	4.98104e-05	0	0.000123529	0	0	0	0.000231341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000611132	0	5.20808e-05	0	0	0	0	0	0	1.44043e-05	0	0	9.68013e-05	0	0	0	7.34995e-05	0	0	0	0	0	0	0	0	0	0.000191335	0	0	0	9.65606e-05	0	0	4.14279e-05	0	0	0.000349315	0	0.00028788	0	0	0	0.000677152	0	0	0	0	0	0	0	0	0	0	0	0	0	7.63487e-05	0	0	0.000130335	0.000385398	0	0	0	0	0	9.37552e-05	0	0	0	0	0.000121781	0	0	0	0	6.58966e-05	0	0	0	0	0	0	0.000277554	0	0	0	0.000589958	0	0	0	0	0	0	0	0	0.000104714	0	0	0	0	0	0	9.38011e-05	0	0	0	0	0	0	0	0	0	0	0.000148753	0	0	0	0	0.000229193	0	0.000422169	8.75012e-05	0	0	0	0	8.89614e-05	0.000215637	0	0.00011915	0	7.11273e-05	0	0	0	0	0	0	0	0	0
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	0.00191864	0.00327493	0.000195359	0.00246473	0.000511138	0.00244297	3.8305e-05	0.00263519	0.00279095	0	0.00117909	0	0	0.0019432	0.000169368	0.00334145	0.00120581	0.00169534	0	0.00199822	0.000916989	0.0013408	0	5.80731e-05	0.00066852	0.00107557	0.00111182	0.00128256	0.000834888	0.00109405	0.00381136	0.00170484	0.00142806	0.00318255	0.000119484	0.00289135	0.000340327	0.00116392	0.000540157	0.000283486	0.000960235	0.000762745	0.000839472	0	0.00324639	0.000733112	5.14336e-05	0.000808019	0.00311577	0.000149435	0	0.00050916	0	1.88007e-05	0.00288895	0.00341202	0.000336645	0.00227567	4.13511e-05	0.00151364	0.00346229	0.00180524	0.000470438	0.000811506	0.000931611	0	0.00132515	0.000165915	0.00127132	0.000490155	0.000334689	0.00234115	0	0.000509339	0.000354335	0.000290122	0	0.00225781	0.00017527	0.00234721	0	0.00279522	0.000948093	0	0.00084366	0.00136641	0	0.000304803	0.000171428	0.000148533	0.000132667	0.00130529	0.000337473	0.000963872	0.00134987	0.000272161	0.00051617	0.00243364	0.000146255	0.000310533	0	0.000422557	0.00208548	0.000563847	0.00304764	0.00100957	0.000182056	0.000166786	0.00219121	0.000409556	0.00010505	0.00094097	0.000667239	0.00219547	0.000683102	0.0031209	0.00240298	0.00175922	0.000407284	0	0.000120675	0.000424236	0.00225478	0.000284107	0.000162803	0.00117661	0.00282328	0.000120582	0.000944313	0.00190645	0.000263047	0.00426415	0.00137544	0.0022483	0.000731769	0	0.00243628	0.00290522	0.00293017	0.000133003	0.000737399	0.00106919	0.00189371	0.0001903	0.00196803	0.00253647	0.000112551	0	0.000993375	0.000585309	0.000511634	0.000269191	0.000615201	4.89556e-05	0.00128906	0.00374202	0.00273941	0.00228334	0.0011765	0.00164926	0	0.00062486	0.00174968	0.00271297	0.00382843	0.00127207	0.000463054	0.00121136	0.00256926	0.00284166	0.00012919	0	0.000172872	0.000262073	0.00217901	0.000271106	0.000388914	0.00029976	0.000762325	0.000530969	0.000607245	0.00328814	0.000129492	0.00319439	0.000316574	0.000903419	0.000139994	0.00244141	0.000627769	0.00301745	0	0.000565406	9.82756e-05	0.000442855	0.000202357	0.00194382	0.00125498
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	0.000548805	0	0.000763249	0.00336395	0.000283562	0.00260991	0.00455384	0.00150163	0.00102033	0	0.000329793	0	0	8.73487e-05	0.000237277	0.00191854	0	0.000135198	0	0.000108065	0.000846622	0.000787509	0.000107583	6.43646e-05	0.000447566	0.00033734	0.000134538	0.000390984	5.14785e-05	8.71769e-05	0.00241366	0.000459324	0	6.86579e-05	4.67238e-05	0.00355862	0.000161441	0	0.000348219	1.73168e-05	0.000631584	0.000233749	0.000555414	0	0.00319645	0	0.000265782	0.000248782	0.00330491	0	0	0.000257447	0.000555336	7.75667e-05	0.0022898	0.00160382	5.94463e-05	0.0014834	0	0.000295809	0.00242023	0.000900103	1.65473e-05	0.000235482	0.00512253	3.58585e-05	0.000307117	0.000204562	0.000328424	0	0.000368795	0.00311601	0	0.000238567	3.68197e-05	0	0	0.00124494	1.93268e-05	0.00168408	0	0.00199106	0.000568833	0.000204235	0.000524152	0.00066738	0	0.000107116	0.000144275	8.63383e-05	1.93802e-05	0.000588383	0.000326416	0.000595958	0.00172317	0	0.000277301	0.0017752	9.00601e-05	0	0	0	0.000610759	0.00029459	0.00103801	0.000269749	0.000121255	0	0	0.000405663	4.70293e-05	3.05117e-05	0.000147527	0.000869865	0.000291764	0.00126167	0.00170235	0.00067072	7.0964e-05	0	0.00028773	0.000555279	0.0023379	0.000278968	4.06456e-06	0.000642243	0.00295891	0.000147143	0.000622363	0.000133948	5.62907e-05	0.00310571	0.000781097	0.000395491	0.000224864	0	0.00141736	0.00207365	0.00179444	3.14735e-05	0.000384312	0.000461657	0.00129058	0.000183029	0.000577971	0.00199342	0.000177516	0	0.000423932	0.0012307	0.00122664	0	9.32903e-05	0.000324058	0.000315721	0.000135239	0.00337425	0.00196934	0.000252646	0	0	0.000593547	0.00208853	0.000131453	0.00407422	0.000484482	8.74299e-05	0.00110994	0	0.00287545	0.000100632	0.000347137	0	0.000417464	0.00191137	0.000167949	0.00104837	0.000260479	0.000624724	0.000355422	0.00061508	0.00245001	0.000212179	0.00154706	6.34138e-05	0.000480244	3.50218e-05	0.000996824	0.000484857	0.0022658	0	0.000463833	4.38222e-05	0	6.47922e-05	0.00114116	0.000356965
PWY-5367: petroselinate biosynthesis	0.000347395	0.000137405	0.00030272	0.0019359	2.30391e-05	0.000754049	0.00134195	0.000128838	0	0	0.000367226	0	0	0	2.8535e-05	0.000410977	0	4.89077e-05	0	0	4.41992e-06	0.000166175	0	0	6.04012e-05	4.56204e-05	2.54814e-05	2.7585e-05	2.02295e-05	0	0.000763087	0.00015536	0	0	4.39258e-05	0.000968785	4.15565e-05	0	4.31836e-05	0	0.000135021	5.59708e-05	7.40326e-05	0	0.00109964	0	0	0.000103386	0.000664079	0	0	1.67347e-05	0	0	0.000794116	0.000311701	7.77429e-05	0.000245435	0	0	0.000348211	0.000149397	0	0	0.00168515	4.20997e-05	0.000125751	1.16191e-05	6.31552e-05	0	9.50541e-05	0.000579836	0	8.59365e-05	2.33961e-05	4.92375e-05	0	0.000247519	0	0.000549362	0	0.000322369	4.38006e-05	0	4.13759e-05	0.000118991	0	0	6.58818e-06	0.000154948	1.86283e-05	9.66729e-05	6.78444e-05	8.19776e-05	0	0	0.000317746	0.000222648	0	0	0	0	0.000220398	4.75131e-05	0.000475523	0	0	0	0	4.18009e-05	0	0	0	0.000201568	7.82025e-05	0.000215649	0.000213011	0.000170214	8.51606e-06	0	0	7.63701e-05	0.00044099	3.2194e-05	0	6.51342e-05	0.000767023	5.08988e-05	7.28062e-05	8.23182e-05	0	0.000984761	0.000110498	0.000170411	0.000119727	0	0.000214391	0.000391138	0.00023121	5.16126e-05	6.18045e-05	9.48871e-05	0.000150312	1.50109e-05	0	0.000721866	4.27413e-05	0	5.96231e-05	0	0	0	0	0.000386358	0	0	0.000798761	0.00119105	4.18843e-05	8.09202e-05	0	0.000159279	0.000388184	5.99312e-05	0.00116414	5.28486e-05	5.04215e-05	0.000377445	0	0.000766129	0	4.87988e-05	0	4.40908e-05	0.000466422	4.41553e-05	0.000328617	1.19414e-05	0.000379411	5.10997e-05	0.00015221	0.000692483	2.14015e-05	0.000263181	0	3.30583e-05	5.70226e-06	0.000295658	4.22068e-05	0.000261855	0	4.92253e-05	0	0	6.4181e-05	0.000231442	6.06511e-05
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	0.00251532	0.00120241	0.00450014	0.00298429	0.00141237	0.00204246	0.00392564	0.00404429	0.00155156	0.000612917	0.00198883	0.00116805	0.00295054	0.00414549	0.00350744	0.0021296	0.0016976	0.00437319	0.00293474	0.00155436	0.00121505	0.00282906	0.00318783	0.00356749	0.00163523	0.00445313	0.00373644	0.00476435	0.00301234	0.00288944	0.00363799	0.00393246	0.000943794	0.00241762	0.00304237	0.00456084	0.00116091	0.00123733	0.00285464	0.0018008	0.00159321	0.00224938	0.00352582	0.00419503	0.00269642	0.00172913	0.00162255	0.00334769	0.00298286	0.00429232	0.00254972	0.00322261	0.00323915	0.00294834	0.00311633	0.00154164	0.00346026	0.0027235	0.00144832	0.00246656	0.00250716	0.00220845	0.00208638	0.00294526	0.00377059	0.00190242	0.00355054	0.00110203	0.00304247	0.000689235	0.00242864	0.00303622	0.00174957	0.00248141	0.00188907	0.00174025	0.00209024	0.00171992	0.00146421	0.00219062	0.00330779	0.00129872	0.00277442	0.00086901	0.00127343	0.00195775	0	0.00415409	0.00398282	0.0016045	0.00387564	0.00175051	0.00363499	0.00726125	0	0.00395765	0.00220125	0.00116626	0.00358996	0.00156851	0.00469408	0.00225261	0.00220453	0.00151661	0.00260775	0.00101197	0.00047757	0.00186651	0.000796294	0.00157648	0.00317628	0.00172298	0.00607591	0.00263045	0.00162868	0.00243927	0.00165813	0.00158401	0.00248466	0	0.00246769	0.00278522	0.00248516	0.0041237	0.00144742	0.00244074	0.00332778	0.00279059	0.00104589	0.00055347	0.00240476	0.00313352	0.0022052	0.00256649	0.00323387	0.0013671	0.00192778	0.00170837	0.00204865	0.00189502	0.00143181	0.00306348	0.00140275	0.00259712	0.00304419	0.00237088	0.00280697	0	0.00447432	0.00372339	0.00171914	0.00359649	0.00420282	0.00338404	0.00227498	0.00313674	0.00280568	0.00205802	0.00513664	0.00144188	0.000549311	0.00276619	0.00360524	0.00241732	0.00446835	0.00150148	0.00305381	0.00306578	0.00360214	0.00286847	0.00466939	0.00185295	0.0013213	0.0038661	0.00130602	0.00271609	0.00421473	0.00234721	0.00170709	0.00385354	0.00387773	0.00204873	0.00209125	0.00197211	0.0019224	0.00150462	0.00404093	0.00342805	0.00308025	0.00170247	0	0.00175775	0.00121934	0.0031721	0.00480837	0.00168347	0.00325727
PWY-5392: reductive TCA cycle II	0	0	5.4336e-05	0	0.000146167	0.000153391	0	0.000197884	0	0	0	0	0	0	2.61154e-05	0.000140596	0	0	0	0	0	2.99099e-05	0	0	1.48336e-05	7.60136e-05	0	3.01119e-05	0	0	4.22952e-05	0	0	3.77778e-05	8.02849e-06	0	0	0	3.86997e-05	2.78238e-05	1.76203e-05	0	4.7796e-05	0	0	0	0.000135897	3.54437e-05	0	0	0	9.66016e-05	0	0	0.000372245	0.000105895	0	3.40273e-05	0	0.000147964	0.000249217	0	8.74055e-05	0.000101474	0	0	0	1.02212e-05	0.000207817	0	3.84823e-05	3.55612e-05	0	4.97839e-05	0	0	0	0	0	0	0	0.000590698	0	0	0	7.56387e-05	0	0	2.42088e-05	0	0	5.69063e-05	0	6.82165e-05	0	0	0	3.64546e-05	0	0	0	0	5.43396e-05	0	0.000101331	0	0	0	0	0	0	0	0	0.00012473	3.65683e-05	7.84822e-05	0.000180296	3.86847e-05	3.23401e-05	0	4.76944e-05	9.98222e-05	0.000361559	0	0	0.000147062	0.000129664	1.04904e-05	0.000120326	3.05583e-05	0	0.000157391	4.26891e-05	0	2.9233e-05	0	2.46275e-05	0.000151423	0.000103229	4.65942e-05	1.15442e-05	7.45571e-05	0	1.93187e-05	0	0.000167485	0	0	2.63092e-05	0	0	0	0	0	0	1.44974e-05	3.33773e-05	0	9.22327e-05	0	0	2.02858e-05	0	0	0	9.01382e-05	0	0	2.48436e-05	0	0	0	0	3.63026e-05	2.87722e-05	0	0	0	0	0	0	0.000250588	0	0.000144391	9.24657e-06	0	0	0.000108228	3.09674e-05	5.95135e-05	0	0	4.27818e-05	0	3.89623e-06	0	0.000120827
PWY-5415: catechol degradation I (meta-cleavage pathway)	1.40389e-05	0	0	0	0	0	1.93386e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69611e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34545e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5417: catechol degradation III (ortho-cleavage pathway)	0	0	0	0	0	1.44236e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131612	0	0	2.08079e-05	0	0	0	0	0	0	0	0	0	0	3.54383e-05	0	0	0	0	0	0	5.64595e-05	0	0	0.000141855	0	1.61806e-05	0	0	3.26873e-05	0	0	1.39784e-05	0	4.91212e-06	0	0	0	6.76147e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3593e-05	0	0	0	0	0	0	0	4.00865e-05	0	0	4.3983e-05	0.000191044	0	0	0	0	0	0	0	0	0	4.98993e-05	0	0	0	0	3.96159e-05	0.000116172	0.000195802	0	0	0	0	0	0.000121843	1.89912e-05	0	0	0	0.000105178	0	0	0	0	0	0	3.45085e-05	1.47499e-05	0	2.35181e-05	0	5.67509e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.31661e-05	0.000132816	0	9.11983e-06	4.4824e-05	0	3.36962e-05	0	0	0	0	0.000157268	0	0	0	0	0	0	0	0	4.7762e-06	0	0	3.34329e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5419: catechol degradation to 2-hydroxypentadienoate II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35867e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
