ko	name	level1	level2	level3	_feature_id
K00334	nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K00334
K00335	nuoF; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K00335
K00336	nuoG; NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K00336
K00337	nuoH; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K00337
K00338	nuoI; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K00338
K00339	nuoJ; NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K00339
K00340	nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K00340
K00341	nuoL; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K00341
K00342	nuoM; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K00342
K00343	nuoN; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K00343
K00344	qor, CRYZ; NADPH2:quinone reductase [EC:1.6.5.5]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K00344
K00346	nqrA; Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K00346
K00347	nqrB; Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K00347
K00348	nqrC; Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K00348
K00349	nqrD; Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K00349
K00350	nqrE; Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K00350
K00351	nqrF; Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K00351
K00355	NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	K00355
K00362	nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]	09100 Metabolism	09102 Energy metabolism	00910 Nitrogen metabolism [PATH:ko00910]	K00362
K00363	nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]	09100 Metabolism	09102 Energy metabolism	00910 Nitrogen metabolism [PATH:ko00910]	K00363
K00364	E1.7.1.7, guaC; GMP reductase [EC:1.7.1.7]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K00364
K00366	nirA; ferredoxin-nitrite reductase [EC:1.7.7.1]	09100 Metabolism	09102 Energy metabolism	00910 Nitrogen metabolism [PATH:ko00910]	K00366
K00370	narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]	09100 Metabolism	09102 Energy metabolism	00910 Nitrogen metabolism [PATH:ko00910]	K00370
K00371	narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	09100 Metabolism	09102 Energy metabolism	00910 Nitrogen metabolism [PATH:ko00910]	K00371
K00372	nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]	09100 Metabolism	09102 Energy metabolism	00910 Nitrogen metabolism [PATH:ko00910]	K00372
K00373	narJ, narW; nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K00373
K00374	narI, narV; nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]	09100 Metabolism	09102 Energy metabolism	00910 Nitrogen metabolism [PATH:ko00910]	K00374
K00375	K00375; GntR family transcriptional regulator / MocR family aminotransferase	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K00375
K00380	cysJ; sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]	09100 Metabolism	09102 Energy metabolism	00920 Sulfur metabolism [PATH:ko00920]	K00380
K00381	cysI; sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]	09100 Metabolism	09102 Energy metabolism	00920 Sulfur metabolism [PATH:ko00920]	K00381
K00382	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]	09100 Metabolism	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00382
K00383	GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]	09100 Metabolism	09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K00383
K00384	trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]	09100 Metabolism	09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K00384
K00385	asrC; anaerobic sulfite reductase subunit C	09100 Metabolism	09102 Energy metabolism	00920 Sulfur metabolism [PATH:ko00920]	K00385
K00389	yidH; putative membrane protein	09190 Not Included in Pathway or Brite	09194 Poorly characterized	99996 General function prediction only	K00389
K00390	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	09100 Metabolism	09102 Energy metabolism	00920 Sulfur metabolism [PATH:ko00920]	K00390
K00394	aprA; adenylylsulfate reductase, subunit A [EC:1.8.99.2]	09100 Metabolism	09102 Energy metabolism	00920 Sulfur metabolism [PATH:ko00920]	K00394
K00395	aprB; adenylylsulfate reductase, subunit B [EC:1.8.99.2]	09100 Metabolism	09102 Energy metabolism	00920 Sulfur metabolism [PATH:ko00920]	K00395
K00404	ccoN; cytochrome c oxidase cbb3-type subunit I [EC:1.9.3.1]	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K00404
K00412	CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K00412
K00424	cydX; cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K00424
K00425	cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K00425
K00426	cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K00426
K00427	lldP, lctP; L-lactate permease	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K00427
K00428	E1.11.1.5; cytochrome c peroxidase [EC:1.11.1.5]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K00428
K00432	gpx; glutathione peroxidase [EC:1.11.1.9]	09100 Metabolism	09103 Lipid metabolism	00590 Arachidonic acid metabolism [PATH:ko00590]	K00432
K00457	HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]	09100 Metabolism	09105 Amino acid metabolism	00350 Tyrosine metabolism [PATH:ko00350]	K00457
K00459	ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]	09100 Metabolism	09102 Energy metabolism	00910 Nitrogen metabolism [PATH:ko00910]	K00459
K00525	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K00525
K00526	E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K00526
K00528	fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K00528
K00529	hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]	09100 Metabolism	09103 Lipid metabolism	00071 Fatty acid degradation [PATH:ko00071]	K00529
K00533	E1.12.7.2L; ferredoxin hydrogenase large subunit [EC:1.12.7.2]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K00533
K00534	E1.12.7.2S; ferredoxin hydrogenase small subunit [EC:1.12.7.2]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K00534
K00537	arsC1, arsC; arsenate reductase (glutaredoxin) [EC:1.20.4.1]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K00537
K00547	mmuM, BHMT2; homocysteine S-methyltransferase [EC:2.1.1.10]	09100 Metabolism	09105 Amino acid metabolism	00270 Cysteine and methionine metabolism [PATH:ko00270]	K00547
K00548	metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	09100 Metabolism	09105 Amino acid metabolism	00270 Cysteine and methionine metabolism [PATH:ko00270]	K00548
K00549	metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	09100 Metabolism	09105 Amino acid metabolism	00270 Cysteine and methionine metabolism [PATH:ko00270]	K00549
K00554	trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03016 Transfer RNA biogenesis [BR:ko03016]	K00554
K00556	trmH; tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03016 Transfer RNA biogenesis [BR:ko03016]	K00556
K00557	trmA; tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03016 Transfer RNA biogenesis [BR:ko03016]	K00557
K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	09100 Metabolism	09105 Amino acid metabolism	00270 Cysteine and methionine metabolism [PATH:ko00270]	K00558
K00560	thyA, TYMS; thymidylate synthase [EC:2.1.1.45]	09100 Metabolism	09104 Nucleotide metabolism	00240 Pyrimidine metabolism [PATH:ko00240]	K00560
K00561	ermC, ermA; 23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03009 Ribosome biogenesis [BR:ko03009]	K00561
K00563	rlmA1; 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03009 Ribosome biogenesis [BR:ko03009]	K00563
K00564	rsmC; 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03009 Ribosome biogenesis [BR:ko03009]	K00564
K00566	mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	09120 Genetic Information Processing	09123 Folding, sorting and degradation	04122 Sulfur relay system [PATH:ko04122]	K00566
K00567	ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03400 DNA repair and recombination proteins [BR:ko03400]	K00567
K00568	ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	K00568
K00571	E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02048 Prokaryotic defense system [BR:ko02048]	K00571
K00573	E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K00573
K00574	cfa; cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K00574
K00575	cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K00575
K00595	cobL; precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]	K00595
K00598	tam; trans-aconitate 2-methyltransferase [EC:2.1.1.144]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K00598
K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	09100 Metabolism	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00600
K00602	purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K00602
K00603	fctD; glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]	09100 Metabolism	09105 Amino acid metabolism	00340 Histidine metabolism [PATH:ko00340]	K00603
K00604	MTFMT, fmt; methionyl-tRNA formyltransferase [EC:2.1.2.9]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00670 One carbon pool by folate [PATH:ko00670]	K00604
K00605	gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]	09100 Metabolism	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00605
K00606	panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00770 Pantothenate and CoA biosynthesis [PATH:ko00770]	K00606
K00609	pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	09100 Metabolism	09104 Nucleotide metabolism	00240 Pyrimidine metabolism [PATH:ko00240]	K00609
K00610	pyrI; aspartate carbamoyltransferase regulatory subunit	09100 Metabolism	09104 Nucleotide metabolism	00240 Pyrimidine metabolism [PATH:ko00240]	K00610
K00611	OTC, argF, argI; ornithine carbamoyltransferase [EC:2.1.3.3]	09100 Metabolism	09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K00611
K00613	GATM; glycine amidinotransferase [EC:2.1.4.1]	09100 Metabolism	09105 Amino acid metabolism	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	K00613
K00615	E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]	09100 Metabolism	09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K00615
K00616	E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]	09100 Metabolism	09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K00616
K00620	argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	09100 Metabolism	09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K00620
K00625	E2.3.1.8, pta; phosphate acetyltransferase [EC:2.3.1.8]	09100 Metabolism	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	K00625
K00626	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	09100 Metabolism	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	K00626
K00627	DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]	09100 Metabolism	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00627
K00631	plsB; glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]	09100 Metabolism	09103 Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	K00631
K00632	fadA, fadI; acetyl-CoA acyltransferase [EC:2.3.1.16]	09100 Metabolism	09103 Lipid metabolism	00071 Fatty acid degradation [PATH:ko00071]	K00632
K00633	lacA; galactoside O-acetyltransferase [EC:2.3.1.18]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K00633
K00634	ptb; phosphate butyryltransferase [EC:2.3.1.19]	09100 Metabolism	09101 Carbohydrate metabolism	00650 Butanoate metabolism [PATH:ko00650]	K00634
K00639	kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]	09100 Metabolism	09105 Amino acid metabolism	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	K00639
K00640	cysE; serine O-acetyltransferase [EC:2.3.1.30]	09100 Metabolism	09102 Energy metabolism	00920 Sulfur metabolism [PATH:ko00920]	K00640
K00641	metX; homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	09100 Metabolism	09102 Energy metabolism	00920 Sulfur metabolism [PATH:ko00920]	K00641
K00645	fabD; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	09100 Metabolism	09103 Lipid metabolism	00061 Fatty acid biosynthesis [PATH:ko00061]	K00645
K00647	fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	09100 Metabolism	09103 Lipid metabolism	00061 Fatty acid biosynthesis [PATH:ko00061]	K00647
K00648	fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	09100 Metabolism	09103 Lipid metabolism	00061 Fatty acid biosynthesis [PATH:ko00061]	K00648
K00651	metA; homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]	09100 Metabolism	09102 Energy metabolism	00920 Sulfur metabolism [PATH:ko00920]	K00651
K00652	bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00780 Biotin metabolism [PATH:ko00780]	K00652
K00655	plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	09100 Metabolism	09103 Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	K00655
K00656	E2.3.1.54, pflD; formate C-acetyltransferase [EC:2.3.1.54]	09100 Metabolism	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	K00656
K00657	speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]	09100 Metabolism	09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K00657
K00658	DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	09100 Metabolism	09101 Carbohydrate metabolism	00020 Citrate cycle (TCA cycle) [PATH:ko00020]	K00658
K00661	maa; maltose O-acetyltransferase [EC:2.3.1.79]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K00661
K00663	aacA; aminoglycoside 6'-N-acetyltransferase [EC:2.3.1.82]	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	K00663
K00666	ACSF2; fatty-acyl-CoA synthase [EC:6.2.1.-]	09180 Brite Hierarchies	09181 Protein families: metabolism	01004 Lipid biosynthesis proteins [BR:ko01004]	K00666
K00673	astA; arginine N-succinyltransferase [EC:2.3.1.109]	09100 Metabolism	09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K00673
K00674	dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	09100 Metabolism	09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K00674
K00675	nhoA; N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K00675
K00677	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K00677
K00681	ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	09100 Metabolism	09106 Metabolism of other amino acids	00430 Taurine and hypotaurine metabolism [PATH:ko00430]	K00681
K00684	aat; leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K00684
