cluster_rank	cluster_X	cluster_Y	best_adjusted_pvalue
929	Hypoxanthine	02060 Phosphotransferase system (PTS) [PATH:ko02060]	0.08425583282098383
930	Oleoyl-Glycerol	01004 Lipid biosynthesis proteins [BR:ko01004]	0.08435572755967236
931	Behenic acid	00633 Nitrotoluene degradation [PATH:ko00633]	0.08472164194879957
932	3-hydroxybutyric acid	03019 Messenger RNA biogenesis [BR:ko03019]	0.0850219591518444
933	4-Aminobenzoate	01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	0.08522441928378337
934	Didecanoyl-Glycerophosphocholine	00190 Oxidative phosphorylation [PATH:ko00190]	0.08522441928378337
935	AMP	99988 Secondary metabolism	0.08524516262813578
936	Docosahexaenoic acid	01008 Polyketide biosynthesis proteins [BR:ko01008]	0.08526142598393532
937	Cinnamate	00790 Folate biosynthesis [PATH:ko00790]	0.08578061105923848
938	Phenylpyruvate	99992 Structural proteins	0.08579868168817346
939	Galactarate	00600 Sphingolipid metabolism [PATH:ko00600];00908 Zeatin biosynthesis [PATH:ko00908]	0.0858545709308595
940	3-Hydroxyoctanoic acid	99978 Cell growth	0.0858545709308595
941	Oxalate	05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]	0.08587142991716078
942	Nonanoic acid	00510 N-Glycan biosynthesis [PATH:ko00510]	0.08613983525692948
943	AMP	00572 Arabinogalactan biosynthesis - Mycobacterium [PATH:ko00572]	0.08625059402107194
944	Acetylcysteine	02010 ABC transporters [PATH:ko02010]	0.08625059402107194
945	6-Carboxyhexanoate	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	0.08625059402107194
946	Hypoxanthine	00121 Secondary bile acid biosynthesis [PATH:ko00121]	0.08625059402107194
947	AMP	03440 Homologous recombination [PATH:ko03440]	0.0863704940454727
948	aminoadipate	03036 Chromosome and associated proteins [BR:ko03036]	0.0863704940454727
949	Caffeate	99992 Structural proteins	0.0863704940454727
950	Caffeate	05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]	0.0863704940454727
951	Homocysteine	99992 Structural proteins	0.0863704940454727
952	2 Deoxy D Glucose	00190 Oxidative phosphorylation [PATH:ko00190]	0.0863704940454727
953	all-cis-4,7,10,13,16-Docosapentaenoic acid	00500 Starch and sucrose metabolism [PATH:ko00500]	0.08640506337563117
954	2-Phosphoglycerate	05132 Salmonella infection [PATH:ko05132]	0.08641045238236707
955	Methyglutarate	02060 Phosphotransferase system (PTS) [PATH:ko02060]	0.08641045238236707
956	Biotin	04013 MAPK signaling pathway - fly [PATH:ko04013]	0.08641045238236707
957	Omega-Hydroxydodecanoate	00785 Lipoic acid metabolism [PATH:ko00785]	0.08641045238236707
958	Glucuronolactone	00340 Histidine metabolism [PATH:ko00340]	0.08641045238236707
959	Methylmalonate	00600 Sphingolipid metabolism [PATH:ko00600]	0.08641045238236707
960	Glutarate	99999 Others	0.08662297429065573
961	Mandelate	00590 Arachidonic acid metabolism [PATH:ko00590]	0.08662297429065573
962	Tricosanoic acid	99983 Lipid metabolism	0.08688284896003429
963	2-Methylcitrate	99999 Others	0.08696401611248826
964	3-Dehydroshikimate	00340 Histidine metabolism [PATH:ko00340]	0.08737750988831675
965	Aspartate	00194 Photosynthesis proteins [BR:ko00194];00364 Fluorobenzoate degradation [PATH:ko00364]	0.08743772434533058
966	Tetrahydrofolate	03400 DNA repair and recombination proteins [BR:ko03400];99977 Transport	0.08743772434533058
967	Glutamine	00362 Benzoate degradation [PATH:ko00362]	0.08743772434533058
968	Glucosamine-6-Phosphate	99996 General function prediction only	0.08770927487335003
969	Asparagine	00071 Fatty acid degradation [PATH:ko00071]	0.08770927487335003
970	Decanoic acid	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	0.08770927487335003
971	5-Methylcytosine	04621 NOD-like receptor signaling pathway [PATH:ko04621]	0.08779980070780474
972	Dihydrouracil	05100 Bacterial invasion of epithelial cells [PATH:ko05100]	0.08801444817107483
973	N-Acetylasparagine	99999 Others	0.08801444817107483
974	Glucosamine-6-Phosphate	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	0.08801444817107483
975	Nicotinamide Mononucleotide	99977 Transport	0.08801444817107483
976	Adenosine	03400 DNA repair and recombination proteins [BR:ko03400]	0.08801444817107483
977	2-Aminophenol	02060 Phosphotransferase system (PTS) [PATH:ko02060]	0.08801444817107483
978	3-Amino-4-Hydroxybenzoate	04013 MAPK signaling pathway - fly [PATH:ko04013]	0.08801444817107483
979	Diethanolamine	03018 RNA degradation [PATH:ko03018]	0.08801444817107483
980	Glucosamine-6-Phosphate	01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	0.08803635753135393
981	Lithocholate	00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	0.08827346629189418
982	Tyramine	05100 Bacterial invasion of epithelial cells [PATH:ko05100]	0.08868122497142224
983	Tyramine	05132 Salmonella infection [PATH:ko05132]	0.08868122497142224
984	2-Phosphoglycerate	99994 Others	0.08868122497142224
985	N-Alpha-Acetyllysine	00194 Photosynthesis proteins [BR:ko00194]	0.08868122497142224
986	aminoadipate	00190 Oxidative phosphorylation [PATH:ko00190]	0.08868122497142224
987	N-Acetylserotonin	00680 Methane metabolism [PATH:ko00680]	0.08868122497142224
988	Thiopurine S-Methylether	00600 Sphingolipid metabolism [PATH:ko00600]	0.08868122497142224
989	3-Amino-4-Hydroxybenzoate	99997 Function unknown	0.08868122497142224
990	6-Hydroxynicotinate	00561 Glycerolipid metabolism [PATH:ko00561]	0.08868122497142224
991	3-Methylglutaconate	03420 Nucleotide excision repair [PATH:ko03420]	0.08868122497142224
992	Guaiacol	03018 RNA degradation [PATH:ko03018]	0.08868122497142224
993	Guaiacol	99992 Structural proteins	0.08868122497142224
994	Beta-Alanine	02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	0.08868122497142224
995	Uracil	03018 RNA degradation [PATH:ko03018]	0.08868122497142224
996	NAD+	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471];03420 Nucleotide excision repair [PATH:ko03420]	0.08885531873847742
997	Sorbate	00908 Zeatin biosynthesis [PATH:ko00908]	0.08885531873847742
998	Thymidine	99976 Replication and repair	0.08885531873847742
999	all-cis-4,7,10,13,16-Docosapentaenoic acid	00790 Folate biosynthesis [PATH:ko00790]	0.08886179930475518
1000	Hypoxanthine	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	0.08886179930475518
1001	Glycerate	00680 Methane metabolism [PATH:ko00680]	0.0888889607733637
1002	N-Methylglutamate	03440 Homologous recombination [PATH:ko03440]	0.08925086473898611
1003	Caffeate	00625 Chloroalkane and chloroalkene degradation [PATH:ko00625]	0.08925086473898611
1004	N-Methylglutamate	00633 Nitrotoluene degradation [PATH:ko00633]	0.08929793621867055
1005	cis-11-Eicosenoic acid	99978 Cell growth	0.08931883221692419
1006	Xanthurenate	00785 Lipoic acid metabolism [PATH:ko00785]	0.08944404301764868
1007	4-Acetamidobutanoate	05133 Pertussis [PATH:ko05133]	0.08952018916992177
1008	3-Methoxytyrosine	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	0.08952018916992177
1009	AMP	00121 Secondary bile acid biosynthesis [PATH:ko00121]	0.0896368487521312
1010	Butyryl-carnitine	00071 Fatty acid degradation [PATH:ko00071]	0.08975471740531356
1011	N-Alpha-Acetyllysine	00071 Fatty acid degradation [PATH:ko00071]	0.0899039442598678
1012	Quinolinate	03420 Nucleotide excision repair [PATH:ko03420]	0.09051021814359315
1013	2-Methylmaleate	03420 Nucleotide excision repair [PATH:ko03420]	0.09051021814359315
1014	3-(2-Hydroxyphenyl)Propanoate	04122 Sulfur relay system [PATH:ko04122]	0.09051021814359315
1015	Nicotinamide Mononucleotide	02010 ABC transporters [PATH:ko02010]	0.09055982308725924
1016	N-Acetylserine	03110 Chaperones and folding catalysts [BR:ko03110]	0.09065695571814442
1017	2,4-Dihydroxypteridine	03019 Messenger RNA biogenesis [BR:ko03019]	0.09065695571814442
1018	Pentadecanoic acid	03110 Chaperones and folding catalysts [BR:ko03110]	0.09072551066046407
1019	Methionine Sulfoximine	99999 Others	0.09073752342845348
1020	3-Dehydroshikimate	00600 Sphingolipid metabolism [PATH:ko00600];00908 Zeatin biosynthesis [PATH:ko00908]	0.09076332534304053
1021	3-Methoxytyrosine	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	0.09076398888370543
1022	S-Adenosyl-L-methionine	99983 Lipid metabolism	0.09080140868865941
1023	Lithocholate	00310 Lysine degradation [PATH:ko00310]	0.09095187324326004
1024	Methyl Vanillate	02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	0.09095187324326004
1025	trans-3-Hexenoic acid	99997 Function unknown	0.0910185270169708
1026	N-Alpha-Acetyllysine	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	0.09137374724288196
1027	Ricinoleic acid	04812 Cytoskeleton proteins [BR:ko04812]	0.09137374724288196
1028	3-(4-Hydroxyphenyl)Pyruvate	00790 Folate biosynthesis [PATH:ko00790]	0.09137374724288196
1029	Dihydrobiopterin	99992 Structural proteins	0.09137374724288196
1030	Butyric acid	01004 Lipid biosynthesis proteins [BR:ko01004]	0.09137374724288196
1031	Thiopurine S-Methylether	99992 Structural proteins	0.09179187365575553
1032	Homoserine	03036 Chromosome and associated proteins [BR:ko03036]	0.09179780263331798
1033	Citrate	03029 Mitochondrial biogenesis [BR:ko03029]	0.09179780263331798
1034	3-Hydroxyanthranilate	00680 Methane metabolism [PATH:ko00680]	0.09179780263331798
1035	Oxalate	00561 Glycerolipid metabolism [PATH:ko00561]	0.09179780263331798
1036	Picolinate	00785 Lipoic acid metabolism [PATH:ko00785]	0.09179780263331798
1037	Picolinate	00908 Zeatin biosynthesis [PATH:ko00908]	0.09179780263331798
1038	Cytidine	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	0.09179780263331798
1039	Dihydrobiopterin	03070 Bacterial secretion system [PATH:ko03070]	0.09179780263331798
1040	3-(4-Hydroxyphenyl)Pyruvate	00510 N-Glycan biosynthesis [PATH:ko00510]	0.09204362588377113
1041	Oxoadipate	03018 RNA degradation [PATH:ko03018]	0.09204566702909961
1042	Caffeate	99974 Translation	0.09205598396140544
1043	N-Acetyl-L-glutamine	00680 Methane metabolism [PATH:ko00680]	0.09220506924350987
1044	Suberate	03420 Nucleotide excision repair [PATH:ko03420]	0.09220506924350987
1045	Allothreonine	04138 Autophagy - yeast [PATH:ko04138]	0.09224266573733127
1046	5-Methylcytosine	00071 Fatty acid degradation [PATH:ko00071]	0.09225683859716517
1047	Fructose-6-phosphate	04138 Autophagy - yeast [PATH:ko04138]	0.09227303689930776
1048	cis-7,10,13,16-Docosatetraenoic acid	00572 Arabinogalactan biosynthesis - Mycobacterium [PATH:ko00572]	0.0924774776165845
1049	S-Adenosyl-L-methionine	03016 Transfer RNA biogenesis [BR:ko03016]	0.09250091175727336
1050	2-Aminoisobutyrate	99994 Others	0.09255046437383797
1051	Trigonelline	04812 Cytoskeleton proteins [BR:ko04812]	0.09260620933363556
1052	Methyl Vanillate	99997 Function unknown	0.09267695102189351
1053	Pentadecanoic acid	03013 RNA transport [PATH:ko03013]	0.09281534210874194
1054	Epinephrine	00680 Methane metabolism [PATH:ko00680]	0.09281534210874194
1055	Caffeate	99978 Cell growth	0.09281534210874194
1056	Allothreonine	99974 Translation	0.09291419153715139
1057	Guaiacol	03070 Bacterial secretion system [PATH:ko03070]	0.09291419153715139
1058	Pentadecanoic acid	03021 Transcription machinery [BR:ko03021]	0.09329712260676434
1059	Cinnamate	04214 Apoptosis - fly [PATH:ko04214]	0.09336639631001298
1060	cis-5-Dodecenoic acid	02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	0.09345203736123411
1061	Ricinoleic acid	03036 Chromosome and associated proteins [BR:ko03036]	0.09358687016442287
1062	2-Deoxy-D-Glucose 6-phosphate	00750 Vitamin B6 metabolism [PATH:ko00750]	0.09358884832201332
1063	Diaminopimelate	00270 Cysteine and methionine metabolism [PATH:ko00270]	0.09359651906433464
1064	3-Methoxytyrosine	03420 Nucleotide excision repair [PATH:ko03420]	0.09364382938913429
1065	Fructose-6-phosphate	99988 Secondary metabolism	0.09379720645850959
1066	DHAP;Glyceraldehyde 3-phosphate	01053 Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	0.09379720645850959
1067	Tryptamine	04112 Cell cycle - Caulobacter [PATH:ko04112]	0.09379720645850959
1068	N6-(Delta2-Isopentenyl)-Adenine	03019 Messenger RNA biogenesis [BR:ko03019]	0.09379720645850959
1069	Stachydrine	00121 Secondary bile acid biosynthesis [PATH:ko00121]	0.09398478321556925
1070	Benzyl Alcohol	04138 Autophagy - yeast [PATH:ko04138]	0.094026772224767
1071	4-Acetamidobutanoate	00600 Sphingolipid metabolism [PATH:ko00600]	0.09417548071971776
1072	Methyl 4-Aminobutyrate	00908 Zeatin biosynthesis [PATH:ko00908]	0.09417548071971776
1073	4-Imidazoleacetate	00531 Glycosaminoglycan degradation [PATH:ko00531]	0.09427897014516565
1074	Citrate	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	0.09427897014516565
1075	3-Amino-4-Hydroxybenzoate	00600 Sphingolipid metabolism [PATH:ko00600]	0.09427897014516565
1076	trans-3-Hexenoic acid	04080 Neuroactive ligand-receptor interaction [PATH:ko04080]	0.09427897014516565
1077	Allothreonine	00190 Oxidative phosphorylation [PATH:ko00190]	0.09427897014516565
1078	Aspartate	00071 Fatty acid degradation [PATH:ko00071]	0.09427940793797572
1079	Diaminopimelate	00500 Starch and sucrose metabolism [PATH:ko00500]	0.0943724836426638
1080	Guanine	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	0.0943724836426638
1081	Butyric acid	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	0.09446757610003831
1082	Lumichrome	00680 Methane metabolism [PATH:ko00680]	0.09506091801721851
1083	Trans-4-Hydroxy-L-Proline	03021 Transcription machinery [BR:ko03021]	0.0952775958447944
1084	13Z,16Z-docosadienoic acid	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	0.09536961683844694
1085	Succinic Acid	00364 Fluorobenzoate degradation [PATH:ko00364]	0.09536961683844694
1086	3,4-Dihydroxybenzoate	03036 Chromosome and associated proteins [BR:ko03036]	0.09536961683844694
1087	Xylitol	99974 Translation	0.09538700737430414
1088	Guaiacol	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	0.09551509753199698
1089	Dihydrouracil	00572 Arabinogalactan biosynthesis - Mycobacterium [PATH:ko00572]	0.09559743881317762
1090	Galactose 1-Phosphate	99998 Others	0.09561962986187936
1091	Thiamine Monophosphate	02010 ABC transporters [PATH:ko02010]	0.0957471859127933
1092	aminoadipate	99998 Others	0.0957471859127933
1093	Nonanoic acid	03420 Nucleotide excision repair [PATH:ko03420]	0.0957471859127933
1094	2-Aminoisobutyrate	00572 Arabinogalactan biosynthesis - Mycobacterium [PATH:ko00572]	0.0957471859127933
1095	Xylitol	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	0.09583629881195854
1096	Deoxyguanosine monophosphate	02010 ABC transporters [PATH:ko02010]	0.09583629881195854
1097	Asparagine	03036 Chromosome and associated proteins [BR:ko03036]	0.09583629881195854
1098	Octanoic acid	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	0.09603552086813799
1099	Cystathionine	00620 Pyruvate metabolism [PATH:ko00620]	0.09607591537039806
1100	Cortexolone	00510 N-Glycan biosynthesis [PATH:ko00510]	0.09607591537039806
1101	N-Methylglutamate	01008 Polyketide biosynthesis proteins [BR:ko01008]	0.09618011548063861
1102	Sedoheptulose-7-phosphate	04080 Neuroactive ligand-receptor interaction [PATH:ko04080]	0.09618011548063861
1103	2-Aminoisobutyrate	03420 Nucleotide excision repair [PATH:ko03420]	0.09618011548063861
1104	Heptanoic acid	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	0.09640400542568447
1105	all-cis-4,7,10,13,16-Docosapentaenoic acid	01053 Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	0.09647834556962315
1106	Xanthurenate	00600 Sphingolipid metabolism [PATH:ko00600]	0.0966111093624956
1107	N-Formyl-L-Methionine	00071 Fatty acid degradation [PATH:ko00071]	0.09666859782392377
1108	Quinolinate	01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	0.0966691709309041
1109	Fructose-6-phosphate	99992 Structural proteins	0.0967137403801146
1110	cis-7,10,13,16-Docosatetraenoic acid	05132 Salmonella infection [PATH:ko05132]	0.0967137403801146
1111	Homoserine	00908 Zeatin biosynthesis [PATH:ko00908]	0.09683314558135117
1112	Methionine Sulfoximine	01040 Biosynthesis of unsaturated fatty acids [PATH:ko01040]	0.09683314558135117
1113	SAICAr	02010 ABC transporters [PATH:ko02010]	0.09683314558135117
1114	Glycolate	99977 Transport	0.09683314558135117
1115	Galactosamine	00310 Lysine degradation [PATH:ko00310]	0.09683314558135117
1116	Quinoline	03110 Chaperones and folding catalysts [BR:ko03110]	0.09711920865764974
1117	2-Methylcitrate	03029 Mitochondrial biogenesis [BR:ko03029]	0.09711920865764974
1118	Galacturonate	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	0.09711920865764974
1119	Gulonolactone	00680 Methane metabolism [PATH:ko00680]	0.09719678913389375
1120	Succinic Acid	05133 Pertussis [PATH:ko05133]	0.09746508219107765
1121	Acetylcysteine	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	0.09746508219107765
1122	Dodecanoic acid	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	0.09756234561306878
1123	Pyridoxine	99978 Cell growth	0.09756234561306878
1124	Phenylpyruvate	04080 Neuroactive ligand-receptor interaction [PATH:ko04080]	0.09756234561306878
1125	Glucose	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	0.09763443652574794
1126	Glutarate	05133 Pertussis [PATH:ko05133]	0.09781628181934238
1127	Adenosine Diphosphate Ribose	02010 ABC transporters [PATH:ko02010]	0.09781628181934238
1128	N-Acetylputrescine	01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	0.09781628181934238
1129	Orotate	00121 Secondary bile acid biosynthesis [PATH:ko00121]	0.09781628181934238
1130	Stachyose	00750 Vitamin B6 metabolism [PATH:ko00750]	0.09781628181934238
1131	Nonanoic acid	00561 Glycerolipid metabolism [PATH:ko00561]	0.09819350174366433
1132	6-Carboxyhexanoate	99992 Structural proteins	0.09836525422519257
1133	Benzyl Alcohol	03400 DNA repair and recombination proteins [BR:ko03400]	0.09839180746510526
1134	CMP	03036 Chromosome and associated proteins [BR:ko03036]	0.09839180746510526
1135	2-Methylmaleate	03016 Transfer RNA biogenesis [BR:ko03016]	0.09839180746510526
1136	Beta-Alanine	02060 Phosphotransferase system (PTS) [PATH:ko02060]	0.09839180746510526
1137	trans-3-Hexenoic acid	03016 Transfer RNA biogenesis [BR:ko03016]	0.09856392243078718
1138	Homoserine	03019 Messenger RNA biogenesis [BR:ko03019]	0.09878295483104733
1139	Butyric acid	99981 Carbohydrate metabolism	0.098836173313054
1140	Glutamine	01009 Protein phosphatases and associated proteins [BR:ko01009]	0.09888296154948698
1141	Omega-Hydroxydodecanoate	03018 RNA degradation [PATH:ko03018]	0.09889716880154299
1142	Deoxyguanosine monophosphate	00310 Lysine degradation [PATH:ko00310]	0.09908964669549301
1143	3-(2-Hydroxyphenyl)Propanoate	01004 Lipid biosynthesis proteins [BR:ko01004]	0.09908964669549301
1144	Itaconate	00500 Starch and sucrose metabolism [PATH:ko00500]	0.09914353214902204
1145	NAD+	00908 Zeatin biosynthesis [PATH:ko00908]	0.09922326549757914
1146	Indole-3-Acetate	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	0.09922326549757914
1147	Quinoline	00311 Penicillin and cephalosporin biosynthesis [PATH:ko00311]	0.09935364516650368
1148	3-(4-Hydroxyphenyl)Pyruvate	04974 Protein digestion and absorption [PATH:ko04974]	0.09943272254704087
1149	Tricosanoic acid	00194 Photosynthesis proteins [BR:ko00194]	0.0995901565138907
1150	Adenosine Diphosphate Ribose	99998 Others	0.09966193079640562
1151	Uracil	05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]	0.09966193079640562
1152	Arachidonic acid	99983 Lipid metabolism	0.09981531400706087
1153	2-Phosphoglycerate	05133 Pertussis [PATH:ko05133]	0.09984399376180507
1154	4-Hydroxybenzoate	99999 Others	0.09984399376180507
1155	Arachidonic acid	00364 Fluorobenzoate degradation [PATH:ko00364]	0.09984574674700131
1156	cis-11-Eicosenoic acid	00908 Zeatin biosynthesis [PATH:ko00908]	0.09984574674700131
1157	Taurine	02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	0.09984574674700131
1158	Nonanoic acid	99992 Structural proteins	0.09985369799374819
1159	Xanthosine	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	0.09985369799374819
1160	6-Hydroxynicotinate	03420 Nucleotide excision repair [PATH:ko03420]	0.09991593324637836
